episode_id;part_idx;scene_idx;speaker;text;broll_query;title;template_url;;;;
ep_pomegranate;1;13;Mandalina;Называется оксид азота. Это как команда вашим сосудам: расслабьтесь, расширьтесь сейчас.;blood flow penis erectile function medical visualization;ep_pomegranate_p1;;;;;
ep_pomegranate;1;14;Mandalina;Чем больше оксида азота — тем лучше кровоток работает. Тем крепче ваша эрекция.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;15;Mandalina;И вот тут появляется наш настоящий герой. Это обычный гранатовый сок.;pomegranate seeds close up macro fresh;ep_pomegranate_p1;;;;;
ep_pomegranate;1;16;Mandalina;В гранате содержатся полифенолы. Это очень мощные антиоксиданты для вашего организма.;pomegranate juice pouring glass vibrant red;ep_pomegranate_p1;;;;;
ep_pomegranate;1;17;Mandalina;Они запускают выработку оксида азота прямо в стенках ваших кровеносных сосудов.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;18;Mandalina;Исследование показало: четыре недели приёма — улучшение у шестидесяти восьми процентов мужчин.;medical research laboratory scientist analysis;ep_pomegranate_p1;;;;;
ep_pomegranate;1;19;Mandalina;Шестьдесят восемь процентов! Это гораздо больше, чем у многих дорогих добавок сейчас.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;20;Mandalina;Но важно понимать: не любой сок работает правильно. Есть три строгих правила.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;21;Mandalina;Правило первое: только стопроцентный натуральный сок. Никаких нектаров из магазина.;pomegranate juice bottle store shelf variety;ep_pomegranate_p1;;;;;
ep_pomegranate;1;22;Mandalina;Нектар — это обычная вода, сахар и десять процентов сока. Толку абсолютно ноль.;sugar cubes pile refined white crystals;ep_pomegranate_p1;;;;;
ep_pomegranate;1;23;Mandalina;Ищите на этикетке надпись: сто процентов гранатовый сок, без добавленного сахара вообще.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;24;Mandalina;Правило второе: правильная дозировка. Двести-двести пятьдесят миллилитров каждый день обязательно.;pomegranate juice glass measurement pouring;ep_pomegranate_p1;;;;;
ep_pomegranate;1;25;Mandalina;Это ровно один стакан среднего размера. Не больше этого, не меньше совсем.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;26;Mandalina;Меньше — недостаточно полифенолов попадёт. Больше — слишком много сахара, даже натурального.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;27;Mandalina;Правило третье: время приёма очень важно. За один-два часа до близости.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;28;Mandalina;Именно в этот момент концентрация полифенолов в крови достигает своего максимального пика.;blood flow circulation medical animation timing;ep_pomegranate_p1;;;;;
ep_pomegranate;1;29;Mandalina;Сосуды расширяются максимально сильно. Эффект держится стабильно три-четыре часа подряд.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;30;Mandalina;Если пьёте для профилактики каждый день — тогда лучше утром, строго натощак.;man drinking juice morning sunlight kitchen;ep_pomegranate_p1;;;;;
ep_pomegranate;1;31;Mandalina;Кстати, если вы досмотрели до этого момента — вы большой молодец сейчас.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;32;Mandalina;Расскажу вам два секрета, как усилить эффект гранатового сока в несколько раз.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;33;Mandalina;Секрет первый: правильная комбинация с грецкими орехами. Они содержат аргинин.;walnuts wooden table healthy snack macro shot;ep_pomegranate_p1;;;;;
ep_pomegranate;1;34;Mandalina;Аргинин — это строительный материал, из которого тело производит оксид азота.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;35;Mandalina;Гранат запускает выработку оксида. Орехи дают материал. Вместе они работают мощнее.;protein molecules building tissue 3d medical animation;ep_pomegranate_p1;;;;;
ep_pomegranate;1;36;Mandalina;Съедайте одну горсть орехов сразу после сока. Примерно тридцать граммов будет достаточно.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;37;Mandalina;Секрет второй: добавьте тёмный шоколад. Минимум семьдесят процентов какао обязательно должно быть.;dark chocolate bar broken pieces cocoa;ep_pomegranate_p1;;;;;
ep_pomegranate;1;38;Mandalina;В какао содержатся флавоноиды. Они тоже очень хорошо расширяют сосуды в организме.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;39;Mandalina;Плюс шоколад улучшает настроение быстро. А хорошее настроение важно для либидо мужчины.;happy healthy senior man smiling confident energy;ep_pomegranate_p1;;;;;
ep_pomegranate;1;40;Mandalina;Двадцать-тридцать граммов шоколада через час после сока. Обязательно попробуйте это сочетание.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;41;Mandalina;Важно понимать: это не волшебная таблетка вообще. Эффект накопительный, постепенный.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;42;Mandalina;Первые улучшения вы заметите через одну-две недели. Максимум через четыре недели.;calendar month timeline progression medical schedule;ep_pomegranate_p1;;;;;
ep_pomegranate;1;43;Mandalina;Пейте каждый день регулярно. Без пропусков вообще. Сосуды должны привыкнуть работать правильно.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;44;Mandalina;Но есть важные противопоказания. Слушайте внимательно, это критически важно для здоровья.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;45;Mandalina;Первое: если у вас диабет любого типа. Гранатовый сок повышает сахар.;blood glucose test meter medical device diabetes;ep_pomegranate_p1;;;;;
ep_pomegranate;1;46;Mandalina;Перед приёмом обязательно проконсультируйтесь с вашим эндокринологом. Это очень важно сейчас.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;47;Mandalina;Второе: если принимаете любые препараты для давления. Гранат сильно усиливает их действие.;blood pressure medication pills bottle pharmacy;ep_pomegranate_p1;;;;;
ep_pomegranate;1;48;Mandalina;Давление может упасть слишком резко и сильно. Это опасно для вашей жизни.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;49;Mandalina;Третье: если пьёте статины от холестерина постоянно. Возможно серьёзное взаимодействие препаратов.;medication pills capsules variety pharmaceutical medical;ep_pomegranate_p1;;;;;
ep_pomegranate;1;50;Mandalina;В любом из этих трёх случаев — сначала идите к врачу обязательно.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;51;Mandalina;Если проблема серьёзная, длится больше трёх месяцев подряд — обязательно пройдите обследование.;doctor consulting male patient office medical discussion;ep_pomegranate_p1;;;;;
ep_pomegranate;1;52;Mandalina;Эректильная дисфункция может быть сигналом о серьёзных проблемах с вашим сердцем.;heart anatomy medical 3d visualization cardiovascular;ep_pomegranate_p1;;;;;
ep_pomegranate;1;53;Mandalina;Те же самые сосуды, что в половом органе — идут к сердцу напрямую.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;54;Mandalina;Если там плохой кровоток сейчас — возможно, в сердце не всё хорошо.;clogged artery heart disease medical risk visualization;ep_pomegranate_p1;;;;;
ep_pomegranate;1;55;Mandalina;Не игнорируйте эти сигналы. Сходите к урологу или кардиологу как можно быстрее.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;56;Mandalina;Давайте сейчас подведём итог. Что самое важное нужно запомнить из этого видео.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;57;Mandalina;Первое: гранатовый сок улучшает кровоток через выработку оксида азота в сосудах.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;58;Mandalina;Второе: только стопроцентный сок, двести-двести пятьдесят миллилитров каждый день обязательно.;pomegranate juice glass measurement portion size;ep_pomegranate_p1;;;;;
ep_pomegranate;1;59;Mandalina;Третье: пейте за один-два часа до близости или утром натощак для профилактики.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;60;Mandalina;Четвёртое: усильте эффект грецкими орехами и тёмным шоколадом. Комбинация работает мощнее.;walnuts dark chocolate combination healthy pairing;ep_pomegranate_p1;;;;;
ep_pomegranate;1;61;Mandalina;Пятое: курс четыре недели, без пропусков вообще. Эффект накопительный, не мгновенный.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;62;Mandalina;Шестое: проверьте противопоказания обязательно. Диабет, давление, статины — к врачу сначала.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;63;Mandalina;Седьмое: если серьёзная проблема длится долго — обязательно пройдите полное обследование.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;64;Mandalina;Мужчины, я хочу сказать вам одну очень важную вещь сейчас честно.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;65;Mandalina;То, что вы столкнулись с этой проблемой — это абсолютно нормально.;confident mature male strong healthy posture wellness;ep_pomegranate_p1;;;;;
ep_pomegranate;1;66;Mandalina;Миллионы мужчин после пятидесяти проходят через это каждый день. Вы не одиноки.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;67;Mandalina;Попробуйте гранатовый сок в течение целого месяца. Дайте телу время восстановиться правильно.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;68;Mandalina;Если видео помогло вам — поставьте лайк. Это поможет другим мужчинам найти.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;69;Mandalina;Подпишитесь на канал для честных разговоров о мужском здоровье совсем без стыда.;;ep_pomegranate_p1;;;;;
ep_pomegranate;1;70;Mandalina;В следующем видео расскажу три упражнения для потенции. До встречи, берегите себя.;active mature male exercising outdoors energetic fitness;ep_pomegranate_p1;;;;;
