episode_id,part_idx,scene_idx,text,speaker,title,template_url
ep_sauna_danger,1,44,Правило третье: частота не чаще одного раза в неделю. Раз в неделю организм успевает восстановиться полностью. Два раза это уже много.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,45,Правило четвертое: никаких резких контрастов. Не прыгайте в ледяную воду сразу из парилки. Это убийство для сосудов ваших старых.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,46,Выходите из сауны посидите десять минут в тепле. Потом теплый душ комнатной температуры. Постепенное остывание организма безопасное правильное.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,47,Правило пятое: пейте воду до бани во время и после. Минимум литр воды компенсировать потери. Иначе кровь сгущается опасно быстро.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,48,И запомните: если у вас гипертония или проблемы с сердцем баня вообще противопоказана строго. Обсудите с врачом кардиологом обязательно.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,49,Теперь про альтернативы безопасные для тех кто хочет тепловые процедуры без риска. Первое это контрастный душ правильный домашний.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,50,Начинаете с теплой воды три минуты. Потом прохладная вода тридцать секунд. Не ледяная прохладная. Повторить три четыре цикла максимум.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,51,Это тренирует сосуды мягко без экстремальных перепадов. Кровообращение улучшается. Но стресс минимальный для организма. Тестостерон не страдает совсем.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,52,Второй вариант теплая ванна сорок пять пятьдесят градусов максимум. Не горячая теплая приятная. Пятнадцать двадцать минут полежать расслабиться спокойно.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,53,Это расслабляет мышцы улучшает сон снимает напряжение. Но яйца не перегреваете. Тестостерон остается в норме. Сосуды не травмируются резкими скачками.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,54,Третий вариант инфракрасная сауна. Там температура воздуха всего пятьдесят шестьдесят градусов. Прогревает тело изнутри мягко без перегрева яиц опасного.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,55,Исследования показывают: инфракрасная сауна не снижает тестостерон так сильно. Потому что яйца не варятся. Прогрев мягкий глубокий безопасный.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,56,И еще момент про тайминг важный. Если уж ходите в баню не делайте это вечером перед сном никогда. Делайте утром днем.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,57,Потому что баня поднимает температуру тела на несколько часов. А для хорошего сна нужно чтобы температура тела падала наоборот вечером.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,58,Если париться вечером сон будет плохой поверхностный. А плохой сон это минус двадцать процентов тестостерона сразу на утро гарантированно.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,59,Так что баня вечером это двойной удар по тестостерону. Сначала перегрев яиц. Потом плохой сон недовосстановление. Тестостерон в яме глубокой.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,60,Давайте подведем итоги что мы узнали сегодня про баню и мужское здоровье. Первое: высокая температура варит ваши яйца буквально реально.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,61,Сперматогенез останавливается. Клетки Лейдига страдают. Тестостерон падает на тридцать сорок процентов минимум после каждого захода в парилку горячую.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,62,Второе: резкие перепады температуры это микротравмы сосудов. После пятидесяти лет это прямой путь к атеросклерозу инфарктам опасным смертельным.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,63,Третье: баня повышает кортизол гормон стресса сильно. А кортизол убивает тестостерон разрушает мышцы. Вы стареете быстрее выглядите хуже слабее.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,64,Четвертое: обезвоживание сгущает кровь. Густая кровь это плохое питание органов включая яйца. Тестостерон производится хуже постоянно меньше падает.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,65,Если хотите париться соблюдайте правила железные: семьдесят градусов максимум. Пятнадцать минут один заход. Раз в неделю не чаще совсем.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,66,Никаких ледяных прыжков после парилки. Постепенное остывание безопасное. Пить воду литрами. Делать утром днем никогда не вечером перед сном.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,67,Альтернативы безопасные: контрастный душ домашний. Теплая ванна сорок пять градусов. Инфракрасная сауна пятьдесят шестьдесят градусов максимальная температура щадящая.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,68,Запомните мужики: традиции это хорошо. Но ваше здоровье важнее любых традиций. Не надо варить яйца ради того чтобы попариться.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,69,Берегите тестостерон. Берегите сосуды. Берегите сердце. Потому что после пятидесяти запас прочности уже не тот что был раньше молодости.,Batya,ep_sauna_danger_p1,
ep_sauna_danger,1,70,Если видео помогло ставьте лайк. Подписывайтесь на канал. Пишите в комментариях ходите ли вы в баню. Всем здоровья мужики береги яйца смолоду.,Batya,ep_sauna_danger_p1,
